firm;date;hrid;postcode;city;hrsection
D.E.L.L.E. Bauelemente Limited & Co.KG; 1. Juni 2007;HRA 1599;39576;Stendal;HRA
Dreier Verwaltungs-GmbH; 25. Mai 2007;HRB 6466;39576;Stendal;HRB
gero windkraftanlagenfond nr. 15 gmbh & co. kg; 1. Juni 2007;HRA 1613;39576;Stendal;HRA
BIMAOEL GmbH; 12. Januar 2007;HRB 5951;39576;Stendal;HRB
Kreuzfahrtprojekt GmbH; 27. Juli 2007;HRB 6684;39576;Stendal;HRB
Schwarzer GmbH; 9. Februar 2007;HRB 6080;39576;Stendal;HRB
HMW Projektentwicklung GmbH; 11. Mai 2007;HRB 7208;18439;Stralsund;HRB
GPM Glas-Paneel-Montage GmbH; 8. Juni 2007;HRB 7218;18439;Stralsund;HRB
FAT Sportanlagenbau GmbH; 4. Mai 2007;HRB 7152;18439;Stralsund;HRB
analysio GmbH; 15. Februar 2007;HRB 7139;18439;Stralsund;HRB
SNT Pforzheim GmbH; 4. Mai 2007;HRB 7149;18439;Stralsund;HRB
Anklam Licorice GmbH; 8. Juni 2007;HRB 7217;18439;Stralsund;HRB
Wellenreiter Transport OHG; 14. Dezember 2007;HRA 2138;18439;Stralsund;HRA
Gemeinnützige Fördergesellschaft für Innovation-, Kunst- und Kultur mit beschränkter Haftung; 13. April 2007;HRB 7183;18439;Stralsund;HRB
Hitzinger Auto-Pflege GmbH; 16. April 2007;HRB 11272;94315;Straubing;HRB
Hausladen Trading GmbH; 19. Januar 2007;HRB 11252;94315;Straubing;HRB
STAR AGRO Deutschland GmbH; 17. Dezember 2007;HRB 11308;94315;Straubing;HRB
Avant Bau GmbH; 10. September 2007;HRB 723951;70049;Stuttgart;HRB
sitorix GmbH; 14. Mai 2007;HRB 722878;70049;Stuttgart;HRB
Lübke & Wiedemann KG; 9. Januar 2007;HRA 720803;70049;Stuttgart;HRA
secure-S Limited; 30. April 2007;HRB 722780;70049;Stuttgart;HRB
Systembau Merkle GmbH; 10. April 2007;HRB 722601;70049;Stuttgart;HRB
Die Fanbox GmbH; 17. Dezember 2007;HRB 724839;70049;Stuttgart;HRB
ESP 850 GmbH; 19. November 2007;HRB 724529;70049;Stuttgart;HRB
eDoc solutions ERP GmbH; 10. Dezember 2007;HRB 724722;70049;Stuttgart;HRB
IVCM Immobilien Vermögen Controlling Management Erste GmbH & Co. KG; 29. Oktober 2007;HRA 721918;70049;Stuttgart;HRA
RüSt GmbH; 30. April 2007;HRB 722775;70049;Stuttgart;HRB
Klett Immobilien GmbH & Co. KG; 19. März 2007;HRA 721071;70049;Stuttgart;HRA
KM Beteiligungs - GmbH; 27. August 2007;HRB 723776;70049;Stuttgart;HRB
ademo GmbH; 24. September 2007;HRB 724074;70049;Stuttgart;HRB
KLITRA Praxisbedarf GmbH & Co. KG; 12. Februar 2007;HRA 720941;70049;Stuttgart;HRA
Korecki Verwaltungs-GmbH; 19. Februar 2007;HRB 722175;70049;Stuttgart;HRB
SOeWi 42. Verwaltungsgesellschaft mbH; 12. November 2007;HRB 724457;70049;Stuttgart;HRB
Klosseck Verwaltungs-GmbH; 21. Mai 2007;HRB 722924;70049;Stuttgart;HRB
Kächele Werkzeuge GmbH; 16. April 2007;HRB 722642;70049;Stuttgart;HRB
König GmbH; 10. September 2007;HRB 723945;70049;Stuttgart;HRB
Pantina Bau GmbH; 9. März 2007;HRB 722210;70049;Stuttgart;HRB
Seyrek-Lagerservice GmbH; 26. März 2007;HRB 722477;70049;Stuttgart;HRB
Kütter GmbH; 9. Januar 2007;HRB 721794;70049;Stuttgart;HRB
Robert Bosch Venture Capital GmbH; 3. Dezember 2007;HRB 724692;70049;Stuttgart;HRB
NaScaTec GmbH; 22. Januar 2007;HRB 721885;70049;Stuttgart;HRB
adytum Consulting GmbH; 2. April 2007;HRB 722510;70049;Stuttgart;HRB
TechnoKA GmbH; 10. April 2007;HRB 722609;70049;Stuttgart;HRB
AQIDOS GmbH & Co. KG; 19. Februar 2007;HRA 720953;70049;Stuttgart;HRA
Atlas Beteiligungs GmbH; 21. Mai 2007;HRB 722933;70049;Stuttgart;HRB
Vegi United Limited; 26. November 2007;HRB 724577;70049;Stuttgart;HRB
Objektgesellschaft Neue Weinsteige GmbH; 22. Oktober 2007;HRB 724279;70049;Stuttgart;HRB
Heinz und Gerhard Rommel Immobilien GmbH & Co. KG; 12. November 2007;HRA 721965;70049;Stuttgart;HRA
Peter Mohn Verwaltungs-GmbH; 13. August 2007;HRB 723656;70049;Stuttgart;HRB
Robert Langer Verwaltungs-GmbH; 9. März 2007;HRB 722226;70049;Stuttgart;HRB
Barysch GmbH; 27. August 2007;HRB 723792;70049;Stuttgart;HRB
ATS Dienstleistung Merz GmbH; 1. Oktober 2007;HRB 724109;70049;Stuttgart;HRB
VBVWF Immobilien KG; 24. September 2007;HRA 721797;70049;Stuttgart;HRA
First Choice MWB GmbH & Co KG; 15. Januar 2007;HRA 720736;70049;Stuttgart;HRA
GPI Bauleitungs GmbH; 23. April 2007;HRB 722744;70049;Stuttgart;HRB
DANTEC OHG; 23. April 2007;HRA 721233;70049;Stuttgart;HRA
RSE Ltd., Zweigniederlassung der Schenk Engineering Ltd. in Deutschland; 29. Januar 2007;HRB 721952;70049;Stuttgart;HRB
Rathfelder Finanzmanagement GmbH; 3. Dezember 2007;HRB 724683;70049;Stuttgart;HRB
GBC Car Charter GmbH; 9. Januar 2007;HRB 721749;70049;Stuttgart;HRB
Habibi Falafel Produktion und Vertriebs-GmbH; 22. Oktober 2007;HRB 724293;70049;Stuttgart;HRB
EndoKraft GmbH; 15. Januar 2007;HRB 721861;70049;Stuttgart;HRB
Autozentrum Feuerbach OHG Filareti & Yildirim; 26. März 2007;HRA 721112;70049;Stuttgart;HRA
KOMPASS Software + Service GmbH & Co. KG; 23. April 2007;HRA 721234;70049;Stuttgart;HRA
PEG Projektentwicklungsgesellschaft Ludwigsburg mbH; 12. Februar 2007;HRB 722151;70049;Stuttgart;HRB
1A-engineering GmbH & Co. KG; 22. Oktober 2007;HRA 721885;70049;Stuttgart;HRA
E&H Energie-Systeme Gesellschaft mbH; 10. April 2007;HRB 722577;70049;Stuttgart;HRB
Wilcke Baugesellschaft mbH & Co. KG; 15. Januar 2007;HRA 720801;70049;Stuttgart;HRA
SITCO - Sommer IT Consulting GmbH; 29. Januar 2007;HRB 721987;70049;Stuttgart;HRB
Klugesherz GmbH; 25. Juni 2007;HRB 723221;70049;Stuttgart;HRB
Omega GmbH & Co. KG; 26. November 2007;HRA 721997;70049;Stuttgart;HRA
Bauer Components Ltd.; 2. April 2007;HRB 722565;70049;Stuttgart;HRB
Heege Bekleidung GmbH; 15. Januar 2007;HRB 721865;70049;Stuttgart;HRB
D & E Verwaltungs - GmbH; 3. September 2007;HRB 723850;70049;Stuttgart;HRB
SH Management Consulting GmbH; 27. August 2007;HRB 723784;70049;Stuttgart;HRB
Anastasiou und Siavilas Gastronomie GmbH; 25. Juni 2007;HRB 723195;70049;Stuttgart;HRB
Agrarenergie Andelbach GmbH & Co. KG; 27. August 2007;HRA 721681;70049;Stuttgart;HRA
hawk company europe Ltd.; 16. Juli 2007;HRB 723407;70049;Stuttgart;HRB
DAISS Versicherungsvermittlung GmbH; 22. Oktober 2007;HRB 724320;70049;Stuttgart;HRB
StarConTra GmbH; 30. Juli 2007;HRB 723519;70049;Stuttgart;HRB
HUR Deutschland GmbH; 27. August 2007;HRB 723814;70049;Stuttgart;HRB
Bender Beteiligungs-GmbH; 15. Januar 2007;HRB 721780;70049;Stuttgart;HRB
PAG Acryl GmbH; 5. Februar 2007;HRB 722030;70049;Stuttgart;HRB
IT advisory group Unternehmensberatung Aktiengesellschaft; 10. April 2007;HRB 722571;70049;Stuttgart;HRB
Immobilienverwaltung Schett GmbH & Co. KG; 5. Februar 2007;HRA 720910;70049;Stuttgart;HRA
FENSTER brodbeck GmbH & Co. KG; 26. März 2007;HRA 721097;70049;Stuttgart;HRA
Lindenbräu Getränke GmbH; 10. April 2007;HRB 722593;70049;Stuttgart;HRB
GNW Service und Logistic GmbH; 3. Dezember 2007;HRB 724690;70049;Stuttgart;HRB
Pro Civitate g.GmbH; 29. Mai 2007;HRB 722993;70049;Stuttgart;HRB
GZ Verwaltungs-GmbH; 11. Juni 2007;HRB 723091;70049;Stuttgart;HRB
Hämmerle Verwaltungs GmbH; 26. November 2007;HRB 724556;70049;Stuttgart;HRB
Severin + Wolf Verwaltungs-GmbH; 8. Oktober 2007;HRB 724188;70049;Stuttgart;HRB
FINO GmbH; 9. Januar 2007;HRB 721740;70049;Stuttgart;HRB
DVS Dachpappeverwertung Süd Verwaltungs-GmbH; 10. September 2007;HRB 723924;70049;Stuttgart;HRB
RESCON Projektentwicklungsgesellschaft mbH & Co. 14. Immobilien KG; 12. November 2007;HRA 721966;70049;Stuttgart;HRA
HIM Holtzbrinck 21 GmbH; 16. April 2007;HRB 722620;70049;Stuttgart;HRB
IM.GE.BE. SERVICE Limited Kirchheim Deutschland; 18. Juni 2007;HRB 723189;70049;Stuttgart;HRB
Grünshop oHG; 18. Juni 2007;HRA 721429;70049;Stuttgart;HRA
SteinhilberSchwehr Verwaltungs-GmbH; 29. Mai 2007;HRB 722983;70049;Stuttgart;HRB
FLEX Fonds Objektgesellschaft 25 GmbH & Co. KG; 7. Mai 2007;HRA 721284;70049;Stuttgart;HRA
Grabpflege-Systeme GmbH; 10. April 2007;HRB 722574;70049;Stuttgart;HRB
Weinstube Löwen GmbH; 26. November 2007;HRB 724618;70049;Stuttgart;HRB
XXL-Sicherheit GmbH und Co. KG; 10. April 2007;HRA 721152;70049;Stuttgart;HRA
SOeWi 41. Verwaltungsgesellschaft mbH; 19. November 2007;HRB 724510;70049;Stuttgart;HRB
bestbeauty GmbH; 27. August 2007;HRB 723812;70049;Stuttgart;HRB
GS Getränke Service GmbH; 12. März 2007;HRB 722366;70049;Stuttgart;HRB
GEWA Tire Logistics GmbH & Co. KG; 29. Mai 2007;HRA 721349;70049;Stuttgart;HRA
V036 Verwaltungs-GmbH; 29. Januar 2007;HRB 721988;70049;Stuttgart;HRB
Metzgerei Gühring GmbH; 12. März 2007;HRB 722355;70049;Stuttgart;HRB
Teleteam Concepts GmbH; 11. Juni 2007;HRB 723099;70049;Stuttgart;HRB
Hämmerle Objekt Brockenberg GmbH & Co. KG; 4. Juni 2007;HRA 721396;70049;Stuttgart;HRA
officeoptimizer GmbH; 11. Juni 2007;HRB 723112;70049;Stuttgart;HRB
Menestheus Grundstücksverwaltung GmbH & Co. KG; 29. Januar 2007;HRA 720879;70049;Stuttgart;HRA
Tradingpoints Limited; 17. Dezember 2007;HRB 724786;70049;Stuttgart;HRB
Jurtin-Medical-Partner GmbH; 24. September 2007;HRB 724040;70049;Stuttgart;HRB
LPW-Reinigungssysteme GmbH; 14. Mai 2007;HRB 722868;70049;Stuttgart;HRB
PROMESCON GmbH; 16. April 2007;HRB 722645;70049;Stuttgart;HRB
Nash Fussballcenter GmbH; 21. November 2007;HRB 200950;21255;Tostedt;HRB
MS Kehdingerland GmbH & Co. KG; 6. Juli 2007;HRA 200678;21255;Tostedt;HRA
M & R Ferienwohnungen GmbH & Co. KG; 7. Februar 2007;HRA 200559;21255;Tostedt;HRA
Siebte RS Verwaltungs GmbH; 21. November 2007;HRB 200964;21255;Tostedt;HRB
Erich Meyer GmbH & Co. KG Kultur-, Tief- und Straßenbau; 17. Juli 2007;HRA 200686;21255;Tostedt;HRA
Stock Company Zweiunddreißigste Verwaltungsgesellschaft mbH; 21. September 2007;HRB 200900;21255;Tostedt;HRB
Pacific Moon GmbH & Co. KG; 10. August 2007;HRA 200709;21255;Tostedt;HRA
Rentsch Vermietung GmbH & Co. KG; 21. September 2007;HRA 200755;21255;Tostedt;HRA
Heike zum Felde GmbH; 24. Oktober 2007;HRB 200944;21255;Tostedt;HRB
Heideblume Molkerei Elsdorf-Rotenburg AG; 3. Januar 2007;HRB 200578;21255;Tostedt;HRB
Grundstücksverwaltungsgesellschaft Barge mbH; 28. Februar 2007;HRB 200655;21255;Tostedt;HRB
CUX-FONDS IV KG; 9. Mai 2007;HRA 200621;21255;Tostedt;HRA
Buxlink Verwaltungs- und Bereederungs GmbH; 10. August 2007;HRB 200871;21255;Tostedt;HRB
Andreas Tönjes KG; 17. Juli 2007;HRA 200689;21255;Tostedt;HRA
Jucht Baukonzept GmbH; 4. Juli 2007;HRB 17772;83276;Traunstein;HRB
Reithofpark-Klinik GmbH & Co. KG; 26. April 2007;HRA 9492;83276;Traunstein;HRA
CPS GmbH, Zweigniederlassung Deutschland; 31. Mai 2007;HRB 17704;83276;Traunstein;HRB
RESTEC GmbH; 26. April 2007;HRB 17656;83276;Traunstein;HRB
consulting groeger GmbH; 29. März 2007;HRB 17608;83276;Traunstein;HRB
web-domain-shop Ltd. Niederlassung Deutschland; 8. November 2007;HRB 17989;83276;Traunstein;HRB
covertex GmbH; 20. September 2007;HRB 17905;83276;Traunstein;HRB
Oettl & Partner Grundstücks-GmbH & Co. KG.; 11. Januar 2007;HRA 9339;83276;Traunstein;HRA
Hoshi & Son FB GmbH; 8. November 2007;HRB 17992;83276;Traunstein;HRB
Wohnen plus GmbH & Co. KG; 6. September 2007;HRA 9598;83276;Traunstein;HRA
Vorrats-GmbH der europaag.de Aktiengesellschaft 1206 - Die dritte; 11. Januar 2007;HRB 17439;83276;Traunstein;HRB
Medizinisches Versorgungszentrum Berchtesgaden GmbH; 8. Juni 2007;HRB 17717;83276;Traunstein;HRB
EMF GmbH; 3. Mai 2007;HRB 17669;83276;Traunstein;HRB
RR Grundstücksverwaltungsgesellschaft mbH & Co. KG; 18. Januar 2007;HRA 9355;83276;Traunstein;HRA
AmplexDiagnostics GmbH; 20. September 2007;HRB 17904;83276;Traunstein;HRB
DM Vermögensverwaltung KG; 19. April 2007;HRA 9481;83276;Traunstein;HRA
SEDIMO GmbH; 5. April 2007;HRB 17625;83276;Traunstein;HRB
TOM'S-ARTHOUSE GmbH; 24. Januar 2007;HRB 17486;83276;Traunstein;HRB
Graf Verwaltungs-GmbH; 8. März 2007;HRB 17573;83276;Traunstein;HRB
Hösch KG; 18. Januar 2007;HRA 9346;83276;Traunstein;HRA
Oberberger Verwaltungs GmbH; 29. März 2007;HRB 17605;83276;Traunstein;HRB
Mozigemba Immo GmbH & Co. KG; 4. Juli 2007;HRA 9549;83276;Traunstein;HRA
Different Solutions GmbH, Gesellschaft für IT Lösungen; 1. Februar 2007;HRB 17508;83276;Traunstein;HRB
Wildberger GmbH Deutschland; 21. Dezember 2007;HRB 18073;83276;Traunstein;HRB
Ancia Limited & Co. KG; 15. März 2007;HRA 9447;83276;Traunstein;HRA
Holzner Tief- und Straßenbau Verwaltungs GmbH; 18. Januar 2007;HRB 17457;83276;Traunstein;HRB
Huber Metallbau - Toranlagen GmbH & Co. KG; 14. Juni 2007;HRA 9530;83276;Traunstein;HRA
Midi GmbH; 1. Februar 2007;HRB 17506;83276;Traunstein;HRB
Burger KG; 4. Juli 2007;HRA 720576;89070;Ulm;HRA
Wolfgang Scheifele GmbH; 16. Januar 2007;HRB 720521;89070;Ulm;HRB
Geist Verwaltungs-GmbH; 25. September 2007;HRB 721426;89070;Ulm;HRB
Wendt Präzisionsteile GmbH; 24. April 2007;HRB 720914;89070;Ulm;HRB
SIWO Logistik GmbH; 28. August 2007;HRB 721319;89070;Ulm;HRB
Haid Holzindustrie GmbH & Co. KG; 27. März 2007;HRA 720411;89070;Ulm;HRA
AFV Wajda GmbH + Co. KG; 4. Dezember 2007;HRA 720809;89070;Ulm;HRA
Outsource2India Limited; 5. Juni 2007;HRB 721048;89070;Ulm;HRB
Druckwerk Süd Verwaltungs-GmbH; 31. Januar 2007;HRB 720625;89070;Ulm;HRB
Ingenieurbüro Stotz GmbH & Co. KG; 31. Januar 2007;HRA 720285;89070;Ulm;HRA
SD Objektgesellschaft mbH & Co. KG; 24. April 2007;HRA 720460;89070;Ulm;HRA
Mößner GmbH & Co. KG; 8. Mai 2007;HRA 720488;89070;Ulm;HRA
Seepark Linzgau; 24. April 2007;HRA 720458;89070;Ulm;HRA
Hänle EDV & Datenschutz - Service GmbH; 2. Januar 2007;HRB 720491;89070;Ulm;HRB
AN GmbH & Co. 8. Beteiligungs KG; 6. November 2007;HRA 720773;89070;Ulm;HRA
IQM Oberflächentechnik GmbH; 31. Januar 2007;HRB 720602;89070;Ulm;HRB
convenio ltd., Zweigniederlassung der convenio Finanzservice limited in Birmingham; 31. Juli 2007;HRB 721235;89070;Ulm;HRB
Mack Kunststofftechnik GmbH & Co. KG; 28. Dezember 2007;HRA 720862;89070;Ulm;HRA
Schneider Grundbesitz GmbH & Co. KG; 28. August 2007;HRA 720648;89070;Ulm;HRA
Elektrotechnik Löchle GmbH; 4. Dezember 2007;HRB 721668;89070;Ulm;HRB
G & K Fassadenbau und Dachdeckung Limited; 24. April 2007;HRB 720925;89070;Ulm;HRB
Peter Schmid GmbH & Co. KG; 2. Januar 2007;HRA 720235;89070;Ulm;HRA
GARDENA GmbH; 11. September 2007;HRB 721339;89070;Ulm;HRB
Management-Audit Gesellschaft für innovative Unternehmensvermittlung mbH; 31. Juli 2007;HRB 721222;89070;Ulm;HRB
Grafenküren Verwaltungsgesellschaft mbH; 31. Januar 2007;HRB 720567;89070;Ulm;HRB
Kremer-Verwaltungs-GmbH; 18. Dezember 2007;HRB 721728;89070;Ulm;HRB
Zettl Fenster- und Türentechnik Verwaltungs GmbH; 31. Juli 2007;HRB 721211;89070;Ulm;HRB
Fredan 13 Vermögensverwaltungsgesellschaft mbH; 5. Juni 2007;HRB 721075;89070;Ulm;HRB
CPI Kfz-Sachverständige GmbH; 11. September 2007;HRB 721382;89070;Ulm;HRB
HTS II Entertainment GmbH; 25. September 2007;HRB 721407;89070;Ulm;HRB
windata GmbH & Co. KG; 11. September 2007;HRA 720688;89070;Ulm;HRA
Bezner Anlagen- und Maschinenbau GmbH; 22. Mai 2007;HRB 720996;89070;Ulm;HRB
Filstalwelle TV GmbH; 4. Dezember 2007;HRB 721630;89070;Ulm;HRB
PST-02 Verwaltungs-GmbH; 27. März 2007;HRB 720811;89070;Ulm;HRB
dienstleistungsmanufaktur GmbH; 16. Januar 2007;HRB 720533;89070;Ulm;HRB
BarSinn GmbH; 20. Juni 2007;HRB 721076;89070;Ulm;HRB
Halde 236 Verwaltungsgesellschaft mbH; 28. Dezember 2007;HRB 721740;89070;Ulm;HRB
HOLZBAU kreativ Ingenieur- und Planungsgesellschaft mbH; 27. Februar 2007;HRB 720678;89070;Ulm;HRB
Frank und Karl-Heinz Bauer OHG Biogas- und Photovoltaikanlage; 28. August 2007;HRA 720656;89070;Ulm;HRA
Südwest Atacon GmbH; 24. April 2007;HRB 720883;89070;Ulm;HRB
MRS Marketing GmbH; 31. Januar 2007;HRB 720589;89070;Ulm;HRB
Katamaran-Reederei Bodensee GmbH & Co.KG; 28. August 2007;HRA 720641;89070;Ulm;HRA
Herp Ingenieure GmbH & Co. KG Bauphysik! Ingenieurbüro; 13. März 2007;HRA 720383;89070;Ulm;HRA
Sinfonia GmbH; 19. Dezember 2007;HRB 200922;29664;Walsrode;HRB
Autolackiererei Goetze GmbH; 26. Juli 2007;HRB 200717;29664;Walsrode;HRB
Walter Koppisch GmbH; 5. Februar 2007;HRB 200454;29664;Walsrode;HRB
HiP Dienstleistungsgesellschaft mbH; 26. Januar 2007;HRB 200448;29664;Walsrode;HRB
Nohlex GmbH; 30. Mai 2007;HRB 200616;29664;Walsrode;HRB
Norddeutsche Dachsanierung und Niedrigenergiehaus Verwaltungsgesellschaft mbH; 2. August 2007;HRB 200726;29664;Walsrode;HRB
Senioren- und Pflegeresidenz GmbH Zur Mühle; 11. Januar 2007;HRB 200428;29664;Walsrode;HRB
Manfred Meyer Besitz GmbH & Co. KG; 22. August 2007;HRA 200416;29664;Walsrode;HRA
Koop Holding GmbH & Co. KG; 10. Dezember 2007;HRA 200499;29664;Walsrode;HRA
Bauunternehmen Tim Klusmann GmbH; 9. Mai 2007;HRB 200590;29664;Walsrode;HRB
Voss KG; 27. Juni 2007;HRA 200358;29664;Walsrode;HRA
Coban Handels- und Logistikgesellschaft mbH; 26. Juli 2007;HRB 200722;29664;Walsrode;HRB
Hoya Papier GmbH; 27. November 2007;HRB 200893;29664;Walsrode;HRB
Vermögen Sicherung Gemeinschaft II GmbH & Co. KG; 2. August 2007;HRA 200397;29664;Walsrode;HRA
Commerz Vermögensverwaltungs 1-5 GmbH; 9. Juli 2007;HRB 3212;92637;Weiden i. d. OPf.;HRB
ecars-pro GmbH; 30. Oktober 2007;HRB 3241;92637;Weiden i. d. OPf.;HRB
E.F.S. Projectbau I GmbH; 9. Juli 2007;HRB 3208;92637;Weiden i. d. OPf.;HRB
Nww Verwaltungs GmbH; 2. Februar 2007;HRB 3168;92637;Weiden i. d. OPf.;HRB
Pfeifer & Neumann Vermietungs OHG; 18. Dezember 2007;HRA 6869;35578;Wetzlar;HRA
bedra electronics GmbH; 5. April 2007;HRB 5405;35578;Wetzlar;HRB
Fromke Systemverkehre GmbH; 2. Mai 2007;HRB 5411;35578;Wetzlar;HRB
Welt der Leica Camera Immobiliengesellschaft mbH; 16. Oktober 2007;HRB 5489;35578;Wetzlar;HRB
CG New Venture 7 GmbH & Co. KG; 11. Dezember 2007;HRA 8899;65185;Wiesbaden;HRA
Dalizio Grundstücksverwaltungsgesellschaft mbH & Co. Vermietungs KG; 7. August 2007;HRA 8783;65185;Wiesbaden;HRA
WNB Windpark Nordhessen Betriebs GmbH; 11. Juli 2007;HRB 23006;65185;Wiesbaden;HRB
pertis System GmbH; 24. August 2007;HRB 23128;65185;Wiesbaden;HRB
Secur Verwaltungs GmbH; 12. Juni 2007;HRB 22967;65185;Wiesbaden;HRB
INKA 57 DIE ZWEITE VERWALTUNGS GMBH; 11. Dezember 2007;HRB 23304;65185;Wiesbaden;HRB
OXTEC Umweltservice GmbH; 6. November 2007;HRB 23243;65185;Wiesbaden;HRB
odizon GmbH; 22. Juni 2007;HRB 22972;65185;Wiesbaden;HRB
Dalgor Grundstücksverwaltungsgesellschaft mbH & Co. Vermietungs KG; 24. August 2007;HRA 8791;65185;Wiesbaden;HRA
BioxVita AG & Co. KG; 22. Oktober 2007;HRA 8839;65185;Wiesbaden;HRA
MaBa Maschinenbau GmbH; 22. Oktober 2007;HRB 23216;65185;Wiesbaden;HRB
Pfeiffer & May Wiesbaden GmbH; 27. März 2007;HRB 22842;65185;Wiesbaden;HRB
Performers GmbH; 26. September 2007;HRB 23173;65185;Wiesbaden;HRB
SURE SHOT PICTURES LTD.; 11. Juli 2007;HRB 23029;65185;Wiesbaden;HRB
Bettmer GmbH; 10. Oktober 2007;HRB 23205;65185;Wiesbaden;HRB
TRP-Real Estate Limited; 24. August 2007;HRB 23134;65185;Wiesbaden;HRB
Kunst- und Auktionshaus Füsser und Daschmann GmbH & Co KG; 19. Februar 2007;HRA 8658;65185;Wiesbaden;HRA
Häbe GmbH; 19. Februar 2007;HRB 22753;65185;Wiesbaden;HRB
Argos II GmbH & Co. KG; 14. Mai 2007;HRA 8717;65185;Wiesbaden;HRA
Contec Handels GmbH; 11. Juli 2007;HRB 23003;65185;Wiesbaden;HRB
ACG Distribution GmbH; 27. März 2007;HRB 22813;65185;Wiesbaden;HRB
TB-Korrosionsschutz GmbH; 1. Juni 2007;HRB 22943;65185;Wiesbaden;HRB
Jank Immobiliengesellschaft mbH; 11. Juli 2007;HRB 23011;65185;Wiesbaden;HRB
INKA 53 Verwaltungs GmbH; 12. März 2007;HRB 22805;65185;Wiesbaden;HRB
Wunderer Verwaltungs GmbH; 19. Februar 2007;HRB 22770;65185;Wiesbaden;HRB
Unimedia GmbH; 12. April 2007;HRB 22859;65185;Wiesbaden;HRB
4Com HR Management & Training GmbH; 27. Juli 2007;HRB 23034;65185;Wiesbaden;HRB
GSW Bioenergie Verwaltungs-GmbH; 18. Juli 2007;HRB 40465;54516;Wittlich;HRB
EWH Eifel Wald und Holz Management GmbH; 21. Februar 2007;HRB 40354;54516;Wittlich;HRB
my-tronic Ledon GmbH; 21. März 2007;HRB 40385;54516;Wittlich;HRB
Gebr. Nichts Verwaltungs GmbH; 15. Juni 2007;HRB 40443;54516;Wittlich;HRB
Dr. Mohr Projektentwicklungsgesellschaft mbH; 21. Februar 2007;HRB 40375;54516;Wittlich;HRB
Schleberger GmbH; 25. Januar 2007;HRB 20230;42103;Wuppertal;HRB
Bago Diwa Verwaltungs-GmbH; 14. Juni 2007;HRB 20489;42103;Wuppertal;HRB
ZV Projektgesellschaft mbH; 6. Dezember 2007;HRB 20801;42103;Wuppertal;HRB
GOC GmbH & Co. KG; 11. Januar 2007;HRA 22168;42103;Wuppertal;HRA
Gaumenschmaus SG GmbH; 12. April 2007;HRB 20388;42103;Wuppertal;HRB
REMET GmbH; 12. April 2007;HRB 20382;42103;Wuppertal;HRB
Café Extrablatt Barmen GmbH; 11. Januar 2007;HRB 20170;42103;Wuppertal;HRB
OMEGA Management GmbH; 11. Oktober 2007;HRB 20690;42103;Wuppertal;HRB
MZR Remscheid GmbH & Co KG; 22. November 2007;HRA 22386;42103;Wuppertal;HRA
Brüninghold Immobilien GmbH & Co. KG; 15. Februar 2007;HRA 22200;42103;Wuppertal;HRA
Profloor Deutschland GmbH; 4. April 2007;HRB 20363;42103;Wuppertal;HRB
D. F. Multitask GmbH; 13. Dezember 2007;HRB 20807;42103;Wuppertal;HRB
UWP GmbH für Unternehmensberatung, Weiterbildung und Personalberatung; 28. November 2007;HRB 20776;42103;Wuppertal;HRB
D&T DRIVE & TRAINING GMBH; 9. August 2007;HRB 20586;42103;Wuppertal;HRB
Peter Lange GmbH; 16. Januar 2007;HRB 20173;42103;Wuppertal;HRB
Forst Technologie GmbH & Co. KG; 8. März 2007;HRA 22225;42103;Wuppertal;HRA
HTV Betriebs GmbH; 25. Januar 2007;HRB 20228;42103;Wuppertal;HRB
Haase Metallteile GmbH; 11. Oktober 2007;HRB 20691;42103;Wuppertal;HRB
Gerüstbau Paul Kremer GmbH; 1. Februar 2007;HRB 20242;42103;Wuppertal;HRB
BIRTEX Mode GmbH; 27. Dezember 2007;HRB 9641;97070;Würzburg;HRB
Glue Tec Verwaltungs GmbH; 30. August 2007;HRB 9552;97070;Würzburg;HRB
IMCS Gesellschaft für Interimsmanagement und Consulting mbH; 28. Juni 2007;HRB 9493;97070;Würzburg;HRB
Modehaus Lothar Grehn GmbH; 6. Juni 2007;HRB 9471;97070;Würzburg;HRB
nobisCum AG; 22. August 2007;HRB 9541;97070;Würzburg;HRB
Ambassador Hotel Am Europastern GmbH; 31. Januar 2007;HRB 9354;97070;Würzburg;HRB
Aristeion Reformhaus Rolf Düchting GmbH; 20. Juli 2007;HRB 9511;97070;Würzburg;HRB
Copier - Center Haase GmbH & Co. KG; 28. Februar 2007;HRA 5926;97070;Würzburg;HRA
B & B Autovermietung GmbH; 24. Mai 2007;HRB 9461;97070;Würzburg;HRB
KeKa-Service Beteiligungs-GmbH; 16. Mai 2007;HRB 9454;97070;Würzburg;HRB
TDF Beratungs- und Beteiligungs-GmbH; 12. Januar 2007;HRB 9327;97070;Würzburg;HRB
GEVO - GmbH; 22. Juni 2007;HRB 9487;97070;Würzburg;HRB
Strohmenger Industrieservice GmbH & Co. KG; 21. Februar 2007;HRA 5920;97070;Würzburg;HRA
Buschfeuer Event Agentur GmbH; 28. März 2007;HRB 9400;97070;Würzburg;HRB
KIA Vertriebszentrum Südwest GmbH & Co. KG; 16. Februar 2007;HRA 30096;66482;Zweibrücken;HRA
ImmoRent GmbH; 25. Oktober 2007;HRB 30253;66482;Zweibrücken;HRB
